district,dem.house.2018,gop.house.2018,total.turnout.2018.house,pct_reported,precincts_reporting,precincts_total,uncontested,dem.turnout.2018.house,rep.turnout.2018.house,dem.house.margin.2018,dem.house.2016,gop.house.2016,dem.house.margin.2016,dem.house.2012,gop.house.2012,dem.house.margin.2012,dem.house.2014,gop.house.2014,dem.house.margin.2014,total.turnout.2016.house,dem.turnout.2016.house,rep.turnout.2016.house,total.turnout.2014.house,dem.turnout.2014.house,rep.turnout.2014.house,dem.turnout.2012.house,rep.turnout.2012.house,total.turnout.2012.house,obama.2008,mccain.2008,obama.margin.2008,obama.2012,romney.2012,obama.margin.2012,clinton.2016,trump.2016,clinton.margin.2016,total.pres.turnout.2016,clinton.turnout.2016,trump.turnout.2016,obama_trump,romney_clinton,too_early,stcode,abbcode,anycong,nocong,evanprot,catholic,mainprot,other,congsession,yrelected,stateabbr,cdnum,educ.coll,educ.hs,educ.no_hs,educ.some_coll,asian,black,race.oth,white,cd_num,fips_cd113,prohibit_taxpayer_abortion,cut_defense_spending,gun_control_background_checks,race_problems_isolated,attitudes_deport_immig,obamacare_repeal,white_people_advantage,abortion_always_legal,min_wage_12,full_name,prob_rep_win,proj_dem_2party,prob_dem_win,proj_rep_2party,econ.proj.dem.margin.2018,density_type,high_minus_low_density,High.density,Medium.density,Low.density,Very.low.density,density_type.slim,swing_obama_clinton,swing_house_dems,race_called,uncontested_2016,uncontested_2012,region,D.Polling.Margin
TX-36,0.274414749,0.725585251,221956,1,270,270,0,60908,161048,-0.451170502,0,0.886,-0.886,0.273,0.727,-0.454,0.221,0.76,-0.539,218565,0,193675,133842,29543,101663,62143,165405,227548,0.3,0.69,-0.39,0.26,0.73,-0.48,0.25,0.72,-0.47,254447,64225,183176,0,0,0,48,TX36,54.760033,45.239967,31.151299,12.91159,5.6102867,5.0868578,116,2018,TX,36,18.23088364,32.54814,17.3864759,31.83450046,2.426537371,9.463160395,9.544203334,78.5660989,397,4836,0.531317093,0.291946801,0.838746096,0.358129087,0.562099138,0.69929073,0.387893177,0.443339134,0.567920113,Texas 36th,1,0.291020966,0,0.708979034,-0.417958069,Rural-suburban mix,-0.443338562,0.016577596,0.279611924,0.243894323,0.459916157,Rural,0.01,-0.347,1,-1,0,South,NA
UT-01,0.248917757,0.616089929,254333,1,689,689,0,63308,156692,-0.367172172,0.264,0.659,-0.395,0.257,0.743,-0.486,0.279,0.646,-0.367,277455,73381,182928,130341,36422,84231,60611,175487,236098,0.29,0.68,-0.38,0.2,0.77,-0.57,0.22,0.5,-0.27,280442,62733,139503,0,0,0,49,UT01,79.617172,20.382828,3.0220933,5.6750493,0.96791244,69.952118,116,2018,UT,1,27.72581217,26.74934089,8.739749731,36.7850972,1.508800272,1.042853499,9.635801944,87.81254428,398,4901,0.614484186,0.35264622,0.844436672,0.284525559,0.483316956,0.740141746,0.368238094,0.289954997,0.420878008,Utah 1st,1,0.276801308,0,0.723198692,-0.446397385,Sparse suburban,-0.216992467,0.037760353,0.405131632,0.302355194,0.25475282,Suburban,0.3,-0.028,1,0,0,West,-33.34175698
UT-02,0.389014383,0.560978952,270044,0.996996997,664,666,0,105051,151489,-0.171964569,0.339,0.616,-0.277,0.35,0.65,-0.3,0.329,0.615,-0.286,276841,93780,170542,144695,47585,88915,83176,154523,237699,0.38,0.59,-0.2,0.29,0.68,-0.39,0.32,0.46,-0.14,283699,90686,130525,0,0,0,49,UT02,77.468681,22.531319,2.3437428,6.6475348,0.83891904,67.638481,116,2018,UT,2,29.25575108,24.29263288,11.01518548,35.43643056,2.129047135,1.284077132,10.32623227,86.26064347,399,4902,0.581502742,0.385867521,0.80661075,0.212276326,0.49528514,0.690803183,0.316686128,0.375355213,0.53392921,Utah 2nd,0.9996,0.381586792,0.0004,0.618413208,-0.236826416,Rural-suburban mix,-0.130920066,0.162144342,0.274144308,0.270646941,0.293064408,Rural,0.25,0.009,1,0,0,West,-13.05323262
UT-03,0.273068632,0.675490037,258858,0.848888889,573,675,0,70686,174856,-0.402421405,0.265,0.735,-0.47,0.234,0.766,-0.532,0.225,0.722,-0.497,285305,75716,209589,142580,32059,102952,60719,198828,259547,0.3,0.68,-0.38,0.2,0.78,-0.59,0.23,0.47,-0.24,289923,67461,136782,0,0,1,49,UT03,83.73526,16.26474,1.4149896,3.70362,0.5288837,78.087769,116,2018,UT,3,36.5109595,18.64093065,6.572487002,38.27562284,1.747957492,0.547304567,9.191638497,88.51309944,400,4903,0.702246417,0.300517144,0.772238126,0.353778229,0.487857513,0.683092423,0.433033942,0.333335393,0.43899757,Utah 3rd,0.9945,0.316340682,0.0055,0.683659318,-0.367318636,Sparse suburban,0.01180066,0.125604692,0.450304901,0.310286375,0.113804032,Suburban,0.35,0.027,1,0,0,West,-40.08140575
UT-04,0.501288842,0.498711158,269234,0.994382022,531,534,0,134964,134270,0.002577683,0.413,0.538,-0.125,0.502,0.498,0.004,0.458,0.509,-0.051,274569,113413,147597,147168,67425,74936,119803,119035,238838,0.41,0.56,-0.15,0.3,0.67,-0.37,0.32,0.39,-0.07,277311,89796,108421,0,0,0,49,UT04,75.605255,24.394745,2.3424947,7.1470656,1.0718038,65.043892,116,2018,UT,4,26.36694292,25.52274068,10.87230912,37.23800727,2.540144297,1.354367412,10.18724129,85.918247,401,4904,0.553145862,0.351626035,0.84835396,0.315373426,0.40891321,0.67242625,0.39446285,0.351941468,0.548449978,Utah 4th,0.5667,0.494618585,0.4333,0.505381415,-0.010762829,Dense suburban,0.090317553,0.188916871,0.53187519,0.180608621,0.098599318,Suburban,0.3,-0.074,1,0,0,West,0.457819026
VA-01,0.447566277,0.552433723,331714,1,244,244,0,148464,183250,-0.104867446,0.366,0.599,-0.233,0.423,0.577,-0.154,0.344,0.629,-0.285,384601,140785,230213,NA,NA,NA,NA,NA,NA,0.44,0.55,-0.12,0.44,0.56,-0.12,0.41,0.54,-0.12,395289,162931,211991,0,0,0,51,VA01,43.11002,56.88998,20.068825,9.4777651,9.604908,3.9585218,116,2018,VA,1,33.82916923,26.44695646,10.07724646,29.64662785,3.266065321,17.08047494,8.457902491,71.19555724,403,5101,0.440588264,0.3030725,0.912588782,0.176968984,0.406420218,0.541316994,0.52304118,0.578214837,0.657466009,Virginia 1st,0.9269,0.433904083,0.0731,0.566095917,-0.132191835,Rural-suburban mix,-0.31141969,0.003634491,0.234571781,0.446739548,0.315054181,Rural,0,0.052,1,0,1,South,NA
VA-02,0.511194782,0.488805218,273029,1,180,180,0,139571,133458,0.022389563,0.385,0.613,-0.228,0.462,0.538,-0.076,0.411,0.587,-0.176,310568,119440,190475,NA,NA,NA,NA,NA,NA,0.48,0.51,-0.03,0.49,0.51,-0.02,0.45,0.49,-0.03,321068,145762,156694,0,0,0,51,VA02,40.414341,59.585659,16.580952,8.4118767,10.284595,5.1369181,116,2018,VA,2,30.22849764,25.32727137,8.724319363,35.71991163,4.903655763,20.81481759,8.963982139,65.31754451,404,5102,0.432614967,0.289911251,0.90731835,0.210305549,0.401433631,0.587185821,0.484633195,0.589400517,0.610103338,Virginia 2nd,0.5628,0.492641152,0.4372,0.507358848,-0.014717696,Dense suburban,0.135777889,0.226353381,0.527799792,0.155271336,0.090575491,Suburban,-0.01,-0.052,1,0,1,South,-2.783899723
VA-03,1,0,198615,NA,0,0,1,198615,0,1,0.667,0.331,0.336,0.815,0.185,0.63,0.944,0,0.944,312340,208337,103289,NA,NA,NA,NA,NA,NA,0.65,0.34,0.32,0.68,0.32,0.36,0.64,0.32,0.32,323422,205746,103064,0,0,NA,51,VA03,41.622803,58.377197,19.144093,4.3340015,9.5746622,8.5700464,116,2018,VA,3,21.35119984,29.69103728,17.81289752,31.14486535,1.799293826,56.5539775,7.153434692,34.49329398,405,5103,0.411553118,0.348682076,0.905139538,0.136477752,0.340499536,0.41099567,0.730690932,0.726237889,0.803164743,Virginia 3rd,0,1,1,0,1,Dense suburban,0.170502447,0.238530005,0.557539533,0.135902904,0.068027559,Suburban,-0.04,-0.608,1,0,1,South,NA
VA-04,0.626348133,0.359522133,299581,1,263,263,0,187642,107706,0.266826,0.577,0.42,0.157,0.43,0.57,-0.14,0.375,0.602,-0.226,346656,200136,145731,NA,NA,NA,NA,NA,NA,0.6,0.39,0.21,0.61,0.39,0.22,0.59,0.37,0.22,362532,212677,134676,0,0,0,51,VA04,53.291645,46.708355,23.69837,5.9689417,13.977568,9.6467657,116,2018,VA,4,23.98002974,30.13056364,14.80955247,31.07985415,2.089426314,31.24354762,5.582136301,61.08488977,406,5104,0.397744626,0.363894731,0.827174612,0.175039441,0.477427544,0.567868363,0.61044599,0.639676127,0.689758379,Virginia 4th,0.001,0.664674075,0.999,0.335325925,0.32934815,Rural-suburban mix,-0.287011698,0.00617643,0.277074627,0.423560814,0.293188129,Rural,0,0.383,1,0,1,South,NA
VA-05,0.467299656,0.532700344,310379,1,330,330,0,145040,165339,-0.065400688,0.416,0.582,-0.166,0.436,0.564,-0.128,0.359,0.609,-0.25,356756,148339,207758,204945,73482,124735,149214,193009,342223,0.47,0.52,-0.05,0.46,0.54,-0.08,0.42,0.53,-0.11,365403,154665,195190,0,0,0,51,VA05,42.945904,57.054096,25.102079,3.4081514,10.792996,3.6426766,116,2018,VA,5,24.18456149,30.91390845,18.21082548,26.69070458,1.426492349,20.46820712,4.397504485,73.70779604,407,5105,0.558987013,0.305530354,0.882594164,0.179655666,0.48020334,0.633010941,0.447307687,0.449690045,0.617073029,Virginia 5th,0.4993,0.499894942,0.5007,0.500105058,-0.000210116,Pure rural,-0.655334163,0.032911225,0.087367101,0.191476286,0.688245388,Rural,-0.03,0.084,1,0,0,South,-2.455255489
VA-06,0.402479633,0.597520367,281090,1,245,245,0,113133,167957,-0.195040734,0.331,0.666,-0.335,0.346,0.654,-0.308,0,0.745,-0.745,338409,112170,225471,179708,0,133898,111949,211278,323227,0.41,0.58,-0.17,0.4,0.6,-0.2,0.35,0.6,-0.25,345500,120596,206303,0,0,0,51,VA06,52.969273,47.030727,29.133354,3.8102334,15.85936,4.1663256,116,2018,VA,6,24.83877738,33.4748361,15.91381432,25.7725722,1.480895441,10.6850132,4.820398613,83.01369274,408,5106,0.593640697,0.317026429,0.923165763,0.278027258,0.478714624,0.634620839,0.485830487,0.444349106,0.642272291,Virginia 6th,0.9514,0.414871121,0.0486,0.585128879,-0.170257758,Rural-suburban mix,-0.390748061,0.007854392,0.270913349,0.322629807,0.398602453,Rural,-0.05,0.41,1,0,0,South,NA
VA-07,0.503672874,0.484267285,349590,1,228,228,0,176079,169295,0.019405589,0.422,0.575,-0.153,0.415,0.585,-0.17,0.37,0.608,-0.239,379163,160159,218057,NA,NA,NA,NA,NA,NA,0.45,0.54,-0.09,0.44,0.56,-0.11,0.44,0.51,-0.07,392168,172544,198032,0,0,0,51,VA07,42.410801,57.589199,21.986099,5.8420296,10.086544,4.4961281,116,2018,VA,7,39.05184437,24.10651844,9.839312784,27.00232441,3.961975973,14.34711072,6.06794066,75.62297265,409,5107,0.543971166,0.348162292,0.872477594,0.252560572,0.507223533,0.650655913,0.434171861,0.484471022,0.536653598,Virginia 7th,0.5037,0.499632242,0.4963,0.500367758,-0.000735517,Rural-suburban mix,-0.2585369,0.038100419,0.27149223,0.393770032,0.296637319,Rural,0.04,0.086,1,0,1,South,1.077397056
VA-08,0.762683776,0.237316224,324036,1,169,169,0,247137,76899,0.525367552,0.684,0.273,0.411,0.679,0.321,0.358,0.631,0.314,0.317,360676,246653,98387,203076,128102,63810,226847,107370,334217,0.66,0.33,0.34,0.68,0.32,0.35,0.74,0.21,0.53,367885,270415,76854,0,0,0,51,VA08,42.788803,57.211197,7.9057012,16.195744,9.5776215,9.1097374,116,2018,VA,8,58.99765652,13.22619713,9.777570492,17.99857587,10.79288402,13.58964321,14.27151417,61.34595861,410,5108,0.328812871,0.486681342,0.930996214,0.161192793,0.232764327,0.35388937,0.755945049,0.697971157,0.720978521,Virginia 8th,0,0.772723607,1,0.227276393,0.545447214,Urban-suburban mix,0.657288548,0.660062462,0.276106386,0.061057238,0.002773914,Urban,0.18,0.094,1,0,0,South,NA
VA-09,0.347831549,0.652168451,246766,1,361,361,0,85833,160933,-0.304336902,0.283,0.686,-0.403,0.386,0.614,-0.228,0,0.722,-0.722,310314,87877,212838,162815,0,117465,116400,184882,301282,0.4,0.59,-0.19,0.36,0.64,-0.29,0.27,0.69,-0.42,316740,86463,217837,0,0,0,51,VA09,42.776333,57.223667,27.161221,1.4055803,11.948945,2.260587,116,2018,VA,9,17.7401727,32.74240275,21.1658155,28.35160905,1.151064591,5.096459377,2.849246876,90.90322916,411,5109,0.509581747,0.30408984,0.861561446,0.209030831,0.619680374,0.648910203,0.333416695,0.386136553,0.572854972,Virginia 9th,0.9977,0.368886283,0.0023,0.631113717,-0.262227434,Pure rural,-0.689762402,0,0.024409279,0.28582832,0.689762402,Rural,-0.13,0.319,1,0,0,South,-5.239314943
VA-10,0.561976269,0.438023731,367197,1,213,213,0,206356,160841,0.123952538,0.469,0.527,-0.058,0.399,0.601,-0.202,0.404,0.565,-0.161,400083,187712,210791,222910,89957,125914,142024,214038,356062,0.5,0.5,0,0.49,0.51,-0.02,0.52,0.42,0.1,403821,210692,170580,0,1,0,51,VA10,45.531666,54.468334,9.4618912,16.664618,9.5941124,9.8110447,116,2018,VA,10,52.54167377,16.90689193,8.007929643,22.54350466,11.34027529,6.505879369,10.54632722,71.60751813,412,5110,0.512427278,0.367543813,0.873723926,0.276282651,0.420039125,0.542221277,0.54194758,0.566459369,0.671245309,Virginia 10th,0.1339,0.536683367,0.8661,0.463316633,0.073366733,Sparse suburban,-0.088534406,0.064187678,0.419675931,0.363414308,0.152722083,Suburban,0.12,0.103,1,0,0,South,8.76687041
VA-11,0.712214063,0.269765402,307760,1,163,163,0,219191,83023,0.442448661,0.879,0,0.879,0.632,0.368,0.264,0.569,0.404,0.165,282003,247818,0,187805,106780,75796,202606,117902,320508,0.61,0.39,0.22,0.63,0.37,0.25,0.67,0.28,0.39,357054,238982,98222,0,0,0,51,VA11,45.199665,54.800335,10.27553,17.32859,8.4429522,9.1525927,116,2018,VA,11,52.98599305,15.44703666,9.112376039,22.45459425,16.55550109,11.73356535,13.99713751,57.71379605,413,5111,0.371581827,0.38994542,0.88199446,0.22680182,0.378806022,0.492015738,0.54579503,0.676891661,0.629689515,Virginia 11th,1E-04,0.734797229,0.9999,0.265202771,0.469594457,Dense suburban,0.268646339,0.269137831,0.625928756,0.10444192,0.000491493,Suburban,0.14,0.714,1,1,0,South,NA
VT-AL,0.69245177,0.259668955,272289,1,275,275,0,188547,70705,0.432782815,0.895,0,0.895,0.756,0.244,0.512,0.644,0.31,0.334,295334,264414,0,191504,123349,59432,209312,67543,276855,0.68,0.31,0.37,0.67,0.31,0.36,0.57,0.3,0.26,315067,178573,95369,0,0,0,50,VT00,33.622696,66.377304,3.6165123,20.502573,7.67554,1.8280706,116,2018,VT,AL,34.20539829,31.21870518,8.746446206,25.82945032,1.238524694,0.910961516,4.266482926,93.58403086,402,5001,0.319231932,0.471476116,0.89092522,0.124601661,0.371697337,0.458245883,0.604406612,0.701444985,0.780657807,Vermont at-large,0,0.735922231,1,0.264077769,0.471844462,Pure rural,-0.660317222,0.025841159,0.083493946,0.204506514,0.686158381,Rural,-0.1,0.561,1,1,0,Norhteast,37.42739968
WA-01,0.59267663,0.40732337,332743,0.953271028,204,214,0,197209,135534,0.185353261,0.554,0.446,0.108,0.539,0.461,0.078,0.55,0.45,0.101,349398,193619,155779,225579,124151,101428,177025,151187,328212,0.56,0.42,0.14,0.54,0.43,0.11,0.54,0.38,0.16,349064,188952,132109,0,0,0,53,WA01,33.833286,66.166718,11.630603,11.918814,4.5447273,5.7391424,116,2018,WA,1,38.99695489,20.31708189,7.211391541,33.47457168,8.385415635,1.125769917,11.04140083,79.44741362,414,5301,0.424192769,0.438866478,0.891135049,0.181254468,0.351680956,0.432973056,0.581872212,0.698461464,0.672928277,Washington 1st,0.0029,0.626144151,0.9971,0.373855849,0.252288303,Sparse suburban,-0.140225894,0.058785876,0.403876383,0.338325971,0.19901177,Suburban,0.05,0.007,1,0,0,West,NA
WA-02,0.71290188,0,294833,0.888324873,175,197,1,210187,0,1,0.64,0.36,0.28,0.611,0.389,0.222,0.606,0.394,0.211,325408,208314,117094,201691,122173,79518,184826,117465,302291,0.61,0.38,0.23,0.59,0.38,0.21,0.57,0.35,0.22,326462,185821,113670,0,0,1,53,WA02,30.470919,69.529083,11.740777,9.9832516,4.1348486,4.6120415,116,2018,WA,2,28.4052806,24.34563978,9.05241761,38.19666201,7.233974941,2.237209461,13.2893363,77.2394793,415,5302,0.359044789,0.363287903,0.921448473,0.173087821,0.352609876,0.478609346,0.561213896,0.70648866,0.668763583,Washington 2nd,0,1,1,0,1,Dense suburban,0.025236158,0.159072723,0.452714522,0.254376189,0.133836566,Suburban,0.01,0.069,1,0,0,West,NA
WA-03,0.473290021,0.526709979,307226,0.955445545,193,202,0,145407,161819,-0.053419958,0.382,0.618,-0.236,0.396,0.604,-0.208,0.385,0.615,-0.231,313277,119820,193457,202814,78018,124796,116438,177446,293884,0.51,0.47,0.04,0.48,0.5,-0.02,0.43,0.5,-0.07,315150,134009,157359,0,0,0,53,WA03,30.338533,69.661469,14.044538,7.5656877,3.4090102,5.3192978,116,2018,WA,3,22.27646151,27.84279316,10.48773046,39.39301486,2.856310696,1.395032081,11.28518276,84.46347446,416,5303,0.445856013,0.38899539,0.83597139,0.179351963,0.515715501,0.541719786,0.526701376,0.62224801,0.589990214,Washington 3rd,0.7543,0.477513791,0.2457,0.522486209,-0.044972418,Rural-suburban mix,-0.192818032,0.100506983,0.380080892,0.22608711,0.293325015,Rural,-0.05,-0.005,1,0,0,West,-4.244770043
WA-04,0.371822523,0.628177477,225336,0.832298137,134,161,0,83785,141551,-0.256354954,0,1,-1,0.338,0.662,-0.324,0,1,-1,229919,0,229919,153079,0,153079,78940,154749,233689,0.39,0.59,-0.2,0.38,0.6,-0.22,0.35,0.58,-0.23,242668,85083,140560,0,0,1,53,WA04,40.985825,59.014175,11.970616,17.809547,4.14083,7.0648308,116,2018,WA,4,19.09704559,26.48894541,22.50440227,31.90960673,1.479977036,1.031223765,26.15909897,71.32970023,417,5304,0.53272605,0.398084164,0.844827701,0.267900131,0.470730705,0.592180698,0.43439672,0.510322533,0.609173861,Washington 4th,0.9952,0.382222855,0.0048,0.617777145,-0.235554289,Rural-suburban mix,-0.301616658,0.051281816,0.200715578,0.395104133,0.352898474,Rural,-0.01,0,1,-1,0,West,NA
WA-05,0.452400054,0.547599946,320347,0.849514563,175,206,0,144925,175422,-0.095199893,0.404,0.596,-0.192,0.381,0.619,-0.238,0.393,0.607,-0.214,323534,130575,192959,223242,87772,135470,117512,191066,308578,0.46,0.51,-0.05,0.44,0.54,-0.1,0.39,0.52,-0.13,319635,125112,166765,0,0,1,53,WA05,35.679943,64.320053,12.430469,12.115818,5.0593085,6.074348,116,2018,WA,5,27.68969435,26.02806121,7.846575568,38.43566887,2.220957865,1.547256777,10.23324512,85.99854024,418,5305,0.490577309,0.379522361,0.794517055,0.309995464,0.365357547,0.568988557,0.430099134,0.545401347,0.550342186,Washington 5th,0.7302,0.474676042,0.2698,0.525323958,-0.050647916,Rural-suburban mix,-0.172122611,0.123660276,0.345514509,0.235042329,0.295782887,Rural,-0.03,0.022,1,0,0,West,-3.062955153
WA-06,0.638867051,0.361132949,323086,0.924170616,195,211,0,206409,116677,0.277734102,0.615,0.385,0.23,0.59,0.41,0.18,0.63,0.37,0.26,327834,201718,126116,224290,141265,83025,186661,129725,316386,0.57,0.41,0.16,0.56,0.41,0.15,0.52,0.4,0.12,332992,172596,131449,0,0,1,53,WA06,29.745398,70.254601,12.843382,6.9162869,4.4635873,5.5221415,116,2018,WA,6,26.96363218,26.11351402,8.667110281,38.25574352,3.656272598,3.527997169,14.5753308,78.24039943,419,5306,0.354299146,0.39908574,0.886172801,0.218697127,0.419788867,0.477517613,0.563823746,0.685698263,0.64368067,Washington 6th,0.0008,0.650618908,0.9992,0.349381092,0.301237817,Rural-suburban mix,-0.135858665,0.110778862,0.231126558,0.411457053,0.246637527,Rural,-0.03,-0.03,1,0,0,West,NA
WA-07,0.835611545,0.164388455,394681,1,233,233,0,329800,64881,0.671223089,1,0,1,0.797,0.203,0.594,0.81,0.19,0.619,378754,378754,0,251875,203954,47921,298368,76212,374580,0.8,0.18,0.62,0.79,0.18,0.61,0.82,0.12,0.7,415693,341412,50615,0,0,0,53,WA07,37.1642,62.8358,10.682084,14.155639,5.2669649,7.0595121,116,2018,WA,7,54.81133055,13.03192085,5.628229892,26.52851871,9.715548804,4.15596312,12.15169024,73.97679784,420,5307,0.234341159,0.545395329,0.931129477,0.184173471,0.293895582,0.261054065,0.802944224,0.80119908,0.835038139,Washington 7th,0,0.808576784,1,0.191423216,0.617153567,Urban-suburban mix,0.687956418,0.687956418,0.27671227,0.035331312,0,Urban,0.09,0.381,1,1,0,West,NA
WA-08,0.524150554,0.475849446,313057,0.905472637,182,201,0,164089,148968,0.048301108,0.398,0.602,-0.204,0.403,0.597,-0.194,0.367,0.633,-0.265,320865,127720,193145,198744,73003,125741,121886,180204,302090,0.52,0.47,0.05,0.5,0.48,0.02,0.48,0.45,0.03,321002,153167,143403,0,0,1,53,WA08,37.615833,62.384167,12.372616,13.568815,5.1357393,6.5386629,116,2018,WA,8,30.87325535,25.5037577,9.121998079,34.50098887,6.948826592,2.249811654,13.40299767,77.39836408,421,5308,0.422700781,0.438798836,0.9053946,0.183592278,0.394528911,0.491997701,0.48581582,0.628438091,0.644530118,Washington 8th,0.5442,0.496216901,0.4558,0.503783099,-0.007566199,Sparse suburban,-0.142641265,0.041693341,0.349297794,0.424674259,0.184334606,Suburban,0.01,0.061,1,0,0,West,-1.747712882
WA-09,1,0,240567,0.788043478,145,184,1,240567,0,1,0.729,0.271,0.458,0.716,0.284,0.432,0.708,0.292,0.417,281482,205165,76317,166794,118132,48662,192034,76105,268139,0.69,0.3,0.39,0.68,0.3,0.39,0.71,0.23,0.47,291192,205193,67956,0,0,1,53,WA09,37.548496,62.451504,10.743381,14.225019,5.3925333,7.1875639,116,2018,WA,9,38.09484076,20.33898677,11.88254255,29.68362991,19.9603662,10.63893243,16.07783716,53.32286421,422,5309,0.311554678,0.486192381,0.922865454,0.16336725,0.269482331,0.324453009,0.729310298,0.78975029,0.774033263,Washington 9th,0,1,1,0,1,Dense suburban,0.254135251,0.255803026,0.632191762,0.110337437,0.001667775,Suburban,0.08,0.041,1,0,0,West,NA
WA-10,0.615440156,0.384559844,270075,0.837696335,160,191,0,166215,103860,0.230880311,0.587,0.413,0.174,0.586,0.414,0.172,0.547,0.453,0.094,290564,170460,120104,181492,99279,82213,163036,115381,278417,0.57,0.41,0.16,0.56,0.41,0.15,0.51,0.4,0.11,295356,151373,117861,0,0,1,53,WA10,32.817299,67.182701,13.578479,8.3801069,4.2988014,6.5599117,116,2018,WA,10,24.91466805,27.36005899,9.306554896,38.41871806,6.024841798,5.735288418,16.92738466,71.31248512,423,5310,0.366391027,0.459679806,0.9177579,0.158399546,0.405610219,0.457248146,0.562303771,0.696499922,0.71397756,Washington 10th,0.001,0.638252976,0.999,0.361747024,0.276505951,Dense suburban,-0.049807286,0.040444175,0.562830059,0.306474305,0.090251461,Suburban,-0.04,0.08,1,0,0,West,NA
WI-01,0.423093728,0.546119149,325006,1,356,356,0,137508,177492,-0.123025421,0.302,0.649,-0.347,0.441,0.559,-0.118,0.366,0.633,-0.266,354245,107003,230072,288170,105552,182316,158414,200423,358837,0.51,0.48,0.03,0.47,0.52,-0.04,0.42,0.53,-0.1,355961,150436,187372,0,0,0,55,WI01,45.836681,54.163319,12.067955,21.698509,9.2778816,2.7923355,116,2018,WI,1,25.89851163,32.56481361,9.733928624,31.80274614,1.624986373,5.106094665,6.829468885,86.43945008,427,5501,0.44194856,0.407154786,0.848173472,0.207935089,0.441113453,0.555819484,0.49522192,0.554731744,0.593171792,Wisconsin 1st,0.6567,0.487089639,0.3433,0.512910361,-0.025820721,Sparse suburban,-0.120227486,0.096114447,0.280898915,0.406644704,0.216341933,Suburban,-0.06,-0.081,1,0,0,Midwest,-0.804223533
WI-02,1,0,309116,NA,0,0,1,309116,0,1,0.687,0.312,0.375,0.68,0.32,0.36,0.684,0.315,0.369,398060,273537,124044,328847,224920,103619,265422,124683,390105,0.7,0.29,0.42,0.68,0.31,0.38,0.66,0.29,0.37,412803,271507,119608,0,0,NA,55,WI02,46.844822,53.155178,7.483942,21.346601,15.774923,2.2393551,116,2018,WI,2,37.12873497,26.28123771,7.373747037,29.21628028,3.386790751,4.127548705,6.500872123,85.98478842,428,5502,0.360498708,0.479340035,0.940021259,0.177621292,0.348376962,0.379491136,0.647596746,0.686412085,0.763671066,Wisconsin 2nd,0,1,1,0,1,Rural-suburban mix,-0.169013563,0.128767667,0.243916468,0.329534634,0.29778123,Rural,-0.01,0.006,1,0,0,Midwest,NA
WI-03,0.596719895,0.403280105,314868,1,600,600,0,187888,126980,0.193439791,0.989,0,0.989,0.641,0.359,0.282,0.565,0.434,0.13,260370,257401,0,275161,155368,119540,217712,121713,339425,0.59,0.39,0.2,0.55,0.44,0.11,0.45,0.49,-0.05,359555,160999,177172,1,0,0,55,WI03,55.717491,44.282509,13.238973,23.594599,17.956572,0.92734814,116,2018,WI,3,22.63134096,36.09959045,9.467063886,31.8020047,2.010041874,1.045032829,3.67109113,93.27383417,429,5503,0.47065052,0.382828729,0.872821396,0.194711712,0.439019686,0.521887356,0.473656154,0.539892207,0.649398836,Wisconsin 3rd,0.0066,0.6093511,0.9934,0.3906489,0.218702199,Pure rural,-0.531621482,0.018685887,0.123467926,0.307538818,0.550307369,Rural,-0.16,0.859,1,1,0,Midwest,NA
WI-04,0.757061463,0.216650535,272748,1,367,367,0,206487,59091,0.540410929,0.767,0,0.767,0.744,0.256,0.488,0.702,0.269,0.434,286909,220181,0,254892,179045,68490,235257,80787,316044,0.74,0.25,0.5,0.75,0.24,0.52,0.74,0.22,0.52,308575,228226,67287,0,0,0,55,WI04,46.376465,53.623535,12.271152,21.013575,5.4500465,7.6416922,116,2018,WI,4,25.57718019,29.33706404,17.06546659,28.02028918,3.27725641,33.04268188,11.32327728,52.35678443,430,5504,0.343226947,0.456220344,0.880318414,0.156226473,0.372912143,0.406970653,0.612660869,0.673852007,0.772889695,Wisconsin 4th,1E-04,0.807210743,0.9999,0.192789257,0.614421486,Urban-suburban mix,0.655435284,0.655435284,0.307625139,0.036939577,0,Urban,0,0.333,1,1,0,Midwest,NA
WI-05,0.380174394,0.619825606,364004,1,352,352,0,138385,225619,-0.239651213,0.293,0.667,-0.374,0.321,0.679,-0.358,0.304,0.695,-0.391,390844,114477,260706,332826,101190,231160,118478,250335,368813,0.42,0.57,-0.15,0.38,0.61,-0.24,0.37,0.57,-0.2,399261,148900,229325,0,0,0,55,WI05,56.705059,43.294941,18.258938,26.187323,9.483139,2.7756596,116,2018,WI,5,33.32403815,28.95659218,6.853737273,30.86563239,2.085645413,1.762115757,4.345924882,91.80631395,431,5505,0.470667446,0.350971849,0.899161428,0.237389901,0.413354196,0.564139936,0.441802976,0.536797877,0.52333681,Wisconsin 5th,0.9951,0.382365996,0.0049,0.617634004,-0.235268008,Sparse suburban,-0.071201485,0.11512784,0.252691957,0.445850878,0.186329325,Suburban,0.04,0.017,1,0,0,Midwest,NA
